id,billed_cost,effective_cost,list_cost,contracted_cost,billing_account_id,billing_account_name,billing_account_type,sub_account_id,sub_account_name,sub_account_type,billing_period_start,billing_period_end,charge_period_start,charge_period_end,billing_currency,pricing_currency,service_name,service_category,provider_name,publisher_name,invoice_issuer_name,charge_category,charge_class,charge_description,pricing_quantity,pricing_unit,sku_id,sku_price_id,sku_meter,sku_price_details,list_unit_price,contracted_unit_price,resource_id,resource_name,resource_type,region_id,region_name,availability_zone,capacity_reservation_id,capacity_reservation_status,commitment_discount_id,commitment_discount_type,commitment_discount_category,commitment_discount_name,commitment_discount_status,commitment_discount_quantity,commitment_discount_unit,consumed_quantity,consumed_unit,tags,pricing_category,pricing_currency_contracted_unit_price,pricing_currency_effective_cost,pricing_currency_list_unit_price,service_subcategory,charge_frequency,invoice_id,invoice_issuer,x_provider_data,x_raw_billing_data_id,x_provider_id,x_created_at,x_updated_at,_dlt_load_id,_dlt_id
d027a4f9-7107-4b48-a0e3-323abba13ff8,0.017,0.017,0.017,0.017,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-16 09:00:00.000000,2025-07-16 10:00:00.000000,USD,,Amazon Relational Database Service,Databases,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Relational Database Service EUW1-InstanceUsage:db.t3.micro,1.0,Hrs,aws-amazonrds-usage,AmazonRDS-EUW1-InstanceUsage:db.t3.micro-20250716,,,0.017,0.0,arn:aws:rds:eu-west-1:123456186370945b56:db:demo-fb0453ce,demo-db-6e8f2936,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonRDS"", ""product_instanceType"": ""db.t3.micro""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,DJZqsXmCqIZ4Jw
d0e63345-afce-46dc-9b00-71bd72d9073a,1.146703,1.146703,1.146703,1.146703,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-19 06:00:00.000000,2025-07-19 07:00:00.000000,USD,,Amazon Simple Storage Service,Storage,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Simple Storage Service EUW1-TimedStorage-ByteHrs,49.856661,GB-Mo,aws-amazons3-usage,AmazonS3-EUW1-TimedStorage-ByteHrs-20250719,,,0.023,0.0,jaws-map-cur-bucket,demo-bucket-801f391a,,eu-west-1,EU (Ireland),,,,,,,,,,,49.856661,GB-Mo,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonS3""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,Qs9zlRaq2XKCKA
d112eead-4f13-445d-aa7f-3f272b96129b,0.017,0.017,0.017,0.017,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-15 19:00:00.000000,2025-07-15 20:00:00.000000,USD,,Amazon Relational Database Service,Databases,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Relational Database Service EUW1-InstanceUsage:db.t3.micro,1.0,Hrs,aws-amazonrds-usage,AmazonRDS-EUW1-InstanceUsage:db.t3.micro-20250715,,,0.017,0.0,arn:aws:rds:eu-west-1:123456186370945b56:db:demo-fb0453ce,demo-db-6e8f2936,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonRDS"", ""product_instanceType"": ""db.t3.micro""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,eMfXDPoP5nUtfA
d189e9b4-f31a-482b-8218-5656e1f6c6ef,0.002588,0.002588,0.002588,0.002588,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-16 01:00:00.000000,2025-07-16 02:00:00.000000,USD,,AWS Lambda,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,AWS Lambda EUW1-Lambda-GB-Second,155.28,GB-Second,aws-awslambda-usage,AWSLambda-EUW1-Lambda-GB-Second-20250716,,,1.66667e-05,0.0,arn:aws:lambda:eu-west-1:123456186370945b56:function:demo-fe9ef214,demo-function-b465fec5,,eu-west-1,EU (Ireland),,,,,,,,,,,155.28,GB-Second,,,,,,Serverless Functions,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AWSLambda""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,KJEdl4wTERG/Qw
d3165fc0-346b-484f-9b4b-5e51c834d6be,0.410342,0.410342,0.410342,0.410342,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-18 18:00:00.000000,2025-07-18 19:00:00.000000,USD,,Amazon Simple Storage Service,Storage,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Simple Storage Service EUW1-TimedStorage-ByteHrs,17.840966,GB-Mo,aws-amazons3-usage,AmazonS3-EUW1-TimedStorage-ByteHrs-20250718,,,0.023,0.0,jaws-map-cur-bucket,demo-bucket-801f391a,,eu-west-1,EU (Ireland),,,,,,,,,,,17.840966,GB-Mo,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonS3""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,0dMU8aHhy8k56w
d3784591-30f8-4caa-9520-b90162adea67,0.017,0.017,0.017,0.017,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-17 00:00:00.000000,2025-07-17 01:00:00.000000,USD,,Amazon Relational Database Service,Databases,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Relational Database Service EUW1-InstanceUsage:db.t3.micro,1.0,Hrs,aws-amazonrds-usage,AmazonRDS-EUW1-InstanceUsage:db.t3.micro-20250717,,,0.017,0.0,arn:aws:rds:eu-west-1:123456186370945b56:db:demo-fb0453ce,demo-db-6e8f2936,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonRDS"", ""product_instanceType"": ""db.t3.micro""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,qwbq8JKmJIHi0w
d48eae26-d8e8-44c5-bcc7-cf59bbc16348,0.757033,0.757033,0.757033,0.757033,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-18 06:00:00.000000,2025-07-18 07:00:00.000000,USD,,Amazon Simple Storage Service,Storage,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Simple Storage Service EUW1-TimedStorage-ByteHrs,32.914479,GB-Mo,aws-amazons3-usage,AmazonS3-EUW1-TimedStorage-ByteHrs-20250718,,,0.023,0.0,jaws-map-cur-bucket,demo-bucket-801f391a,,eu-west-1,EU (Ireland),,,,,,,,,,,32.914479,GB-Mo,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonS3""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,6wduPp5QA1/bhQ
d4cf89e3-4330-476a-ac92-eb3b1e1c0282,0.803379,0.803379,0.803379,0.803379,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-19 08:00:00.000000,2025-07-19 09:00:00.000000,USD,,Amazon Simple Storage Service,Storage,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Simple Storage Service EUW1-TimedStorage-ByteHrs,34.929512,GB-Mo,aws-amazons3-usage,AmazonS3-EUW1-TimedStorage-ByteHrs-20250719,,,0.023,0.0,jaws-map-cur-bucket,demo-bucket-801f391a,,eu-west-1,EU (Ireland),,,,,,,,,,,34.929512,GB-Mo,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonS3""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,5bbWJgv/V4lkFw
d527deb6-bcc0-4b64-8583-42c62691ba03,0.017,0.017,0.017,0.017,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-15 12:00:00.000000,2025-07-15 13:00:00.000000,USD,,Amazon Relational Database Service,Databases,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Relational Database Service EUW1-InstanceUsage:db.t3.micro,1.0,Hrs,aws-amazonrds-usage,AmazonRDS-EUW1-InstanceUsage:db.t3.micro-20250715,,,0.017,0.0,arn:aws:rds:eu-west-1:123456186370945b56:db:demo-fb0453ce,demo-db-6e8f2936,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonRDS"", ""product_instanceType"": ""db.t3.micro""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,TmW/KdB0ELb/SQ
d54e6f5d-9a9b-474f-89cc-15a1af1d275a,0.017,0.017,0.017,0.017,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-18 15:00:00.000000,2025-07-18 16:00:00.000000,USD,,Amazon Relational Database Service,Databases,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Relational Database Service EUW1-InstanceUsage:db.t3.micro,1.0,Hrs,aws-amazonrds-usage,AmazonRDS-EUW1-InstanceUsage:db.t3.micro-20250718,,,0.017,0.0,arn:aws:rds:eu-west-1:123456186370945b56:db:demo-fb0453ce,demo-db-6e8f2936,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonRDS"", ""product_instanceType"": ""db.t3.micro""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,BmpKn8OjBF2RJA
d55af716-3fab-4a94-9b7f-37c5d82144a4,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-20 15:00:00.000000,2025-07-20 16:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250720,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,1lG80TFI5px4Kg
d5a43f46-19f3-4325-a22d-532f5b61f562,1.751298,1.751298,1.751298,1.751298,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-15 00:00:00.000000,2025-07-15 01:00:00.000000,USD,,Amazon Simple Storage Service,Storage,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Simple Storage Service EUW1-TimedStorage-ByteHrs,76.143384,GB-Mo,aws-amazons3-usage,AmazonS3-EUW1-TimedStorage-ByteHrs-20250715,,,0.023,0.0,jaws-map-cur-bucket,demo-bucket-801f391a,,eu-west-1,EU (Ireland),,,,,,,,,,,76.143384,GB-Mo,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonS3""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,v+yIYjJ/jmbvkQ
d5df8a75-bb03-4c0b-b90d-cd472d7315ad,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-18 00:00:00.000000,2025-07-18 01:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250718,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,JJ7JxCO8A8ydkQ
d5f1eeb1-cd12-4c1e-a895-ee09fef491b2,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-19 15:00:00.000000,2025-07-19 16:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250719,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,tdClIfZskhhWUA
d619cbfa-c966-4e20-891b-849a8cc72164,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-15 06:00:00.000000,2025-07-15 07:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250715,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,m5rSd2DIkPyIIw
d660e7d3-d8a8-4d3c-aa5e-60a029ac411d,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-16 02:00:00.000000,2025-07-16 03:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250716,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,UVy8I8NLO+NyZA
d8a41ff0-3184-4fc4-8f64-6109b08729cc,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-17 10:00:00.000000,2025-07-17 11:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250717,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,VmxRPsQtUqLO9A
d8b25010-2578-4cbe-af38-6a498bf4b3f6,0.007052,0.007052,0.007052,0.007052,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-17 16:00:00.000000,2025-07-17 17:00:00.000000,USD,,AWS Lambda,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,AWS Lambda EUW1-Lambda-GB-Second,423.09,GB-Second,aws-awslambda-usage,AWSLambda-EUW1-Lambda-GB-Second-20250717,,,1.66667e-05,0.0,arn:aws:lambda:eu-west-1:123456186370945b56:function:demo-fe9ef214,demo-function-b465fec5,,eu-west-1,EU (Ireland),,,,,,,,,,,423.09,GB-Second,,,,,,Serverless Functions,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AWSLambda""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,qOPdbwNo6bK/Bw
d8ceec75-2157-4bdb-a426-6dfea7bf9a53,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-16 08:00:00.000000,2025-07-16 09:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250716,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,ZAmdDCnZHrpWEw
d8df5d7c-527b-433f-aaac-fa3b232f6e91,0.007722,0.007722,0.007722,0.007722,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-16 19:00:00.000000,2025-07-16 20:00:00.000000,USD,,AWS Lambda,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,AWS Lambda EUW1-Lambda-GB-Second,463.3,GB-Second,aws-awslambda-usage,AWSLambda-EUW1-Lambda-GB-Second-20250716,,,1.66667e-05,0.0,arn:aws:lambda:eu-west-1:123456186370945b56:function:demo-fe9ef214,demo-function-b465fec5,,eu-west-1,EU (Ireland),,,,,,,,,,,463.3,GB-Second,,,,,,Serverless Functions,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AWSLambda""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,AGns8VK5T6pdiw
d9237566-b6ba-437b-bd3c-688f7bf12080,0.014154,0.014154,0.014154,0.014154,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-15 04:00:00.000000,2025-07-15 05:00:00.000000,USD,,AWS Lambda,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,AWS Lambda EUW1-Lambda-GB-Second,849.21,GB-Second,aws-awslambda-usage,AWSLambda-EUW1-Lambda-GB-Second-20250715,,,1.66667e-05,0.0,arn:aws:lambda:eu-west-1:123456186370945b56:function:demo-fe9ef214,demo-function-b465fec5,,eu-west-1,EU (Ireland),,,,,,,,,,,849.21,GB-Second,,,,,,Serverless Functions,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AWSLambda""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,RfhI5QkU/yRnYQ
d9e881e8-34e0-4079-b1b5-60d3d5b7d43a,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-18 19:00:00.000000,2025-07-18 20:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250718,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,gzjxanC0sO075w
da19de5b-2eb2-48c4-a2c7-f262d7729be2,0.323963,0.323963,0.323963,0.323963,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-17 17:00:00.000000,2025-07-17 18:00:00.000000,USD,,Amazon Simple Storage Service,Storage,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Simple Storage Service EUW1-TimedStorage-ByteHrs,14.085364,GB-Mo,aws-amazons3-usage,AmazonS3-EUW1-TimedStorage-ByteHrs-20250717,,,0.023,0.0,jaws-map-cur-bucket,demo-bucket-801f391a,,eu-west-1,EU (Ireland),,,,,,,,,,,14.085364,GB-Mo,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonS3""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,j4XEeQlv8puM1A
dab7eb19-3024-43a8-acab-ad920c5b4999,0.002484,0.002484,0.002484,0.002484,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-19 11:00:00.000000,2025-07-19 12:00:00.000000,USD,,AWS Lambda,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,AWS Lambda EUW1-Lambda-GB-Second,149.01,GB-Second,aws-awslambda-usage,AWSLambda-EUW1-Lambda-GB-Second-20250719,,,1.66667e-05,0.0,arn:aws:lambda:eu-west-1:123456186370945b56:function:demo-fe9ef214,demo-function-b465fec5,,eu-west-1,EU (Ireland),,,,,,,,,,,149.01,GB-Second,,,,,,Serverless Functions,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AWSLambda""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,VI8y4WMbrDv1YQ
db0123a8-95a5-4cdc-821d-7cecc3d13cf7,0.009463,0.009463,0.009463,0.009463,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-15 01:00:00.000000,2025-07-15 02:00:00.000000,USD,,AWS Lambda,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,AWS Lambda EUW1-Lambda-GB-Second,567.8,GB-Second,aws-awslambda-usage,AWSLambda-EUW1-Lambda-GB-Second-20250715,,,1.66667e-05,0.0,arn:aws:lambda:eu-west-1:123456186370945b56:function:demo-fe9ef214,demo-function-b465fec5,,eu-west-1,EU (Ireland),,,,,,,,,,,567.8,GB-Second,,,,,,Serverless Functions,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AWSLambda""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,ac0oYbaglP1dDQ
